Project Name,Package Name,Architecture Smell,Cause of the Smell
Source Code,ShopAssistant,Feature Concentration,The tool detected the smell in this component because the component realizes more than one architectural concern/feature. Independent sets of related classes within this component are: [AddCostPage]; [AdvancedStockCheckPage]; [CreatePurchaseInvoicePage]; [CreateSalesInvoicePage]; [DailyIncomeCostPage]; [DueCheckPage]; [HomePage; LoginPage]; [SettingsPage]; [StaffAttendancePage]; [StockCheckPage]. LCC (Lack of Component Cohesion) = 0.91
